,Artist,Lyrics,Song,genre
69,PnB Rock,Balenciagas ya kicksnNiggas dick But aint gon tripnCause Im ready commitments nah nahnBut I swear I hate seeing wit them Shawty Im selfish cant help itnYou know I get stuck come around Pull whip tell hop friendsnWe gon go crib Have chef cook us dinner I aint nothing like lames I swearnName place I could take there,Selfish,rap
70,Big Sean,Sex game ass blowing brrrnSex game ass texting up I got movesnI got movesnIm making movesnYou gotta move you gotta move She make back move damnnShe made titties move goddamn I make city move like whoanI make city move I got moves Im makingnI got moves I got movesnIm making moves Im making movesnYou gotta move you gotta She make back move damnnShe made titties move goddamn I make city move l donI make city move I do Look give ball I pass it I aint passing Im asthma attacking I take plan I backtoback it Hit hit check batting average I take work flip it acrobatic Got little time lot talentnDo little talking lot action Seen competition hm challenge I lean I move I walk bitch Girls law school bitchnYeah paralegalsnBarely 21 thats legal But shit thats probably barely legal aw man Now top five getting redirectednFrom out itll consecutive We making moves like Tarantino like JJ Abrams Moving like Channing TatumnMoving like Jason Statham Motherfuck whole industrynHalf niggas minimes I got bitch going breaking entering You hot minute menI make shit last infinity Hop booth man shit like gym me test agility Silly silly thinking negativity talking could ever fuck tranquility Okay okay okay Im Rodeo day If owe better pay layaway away KO I got movesnI got moves whoanIm making movesnYou gotta move you gotta move She make back move damnnShe made titties move goddamn I make city move like whoanI make city move I got moves Im makingnI got moves I got movesnIm making moves Im making movesnYou gotta move you gotta She make back move damnnShe made titties move goddamn I make city move I donI make city move yeah I do Look Im Don Im Don Im Don Don I gave whole family jobs I take care Mom Me girl much thats partner crime Touch above harder findnGone,Moves,rap
71,Rae Sremmurd,Know young niggas like swang uhmmnKnow young niggas like swangnKnow young niggas like swang Know young niggas like swangnKnow young niggas like swang Big bank take little bank Everyday spillin drank Blow away watch blow awaynWhen I die cant take grave Dont say name vain Know young niggas like swangnKnow young niggas like swang Big bank take little bank I know young niggas bottomnTheyll anything dollar Know young niggas like swangnKnow young niggas like swang Big bank take little bank,Swang,rap
72,Drake Featuring 21 Savage,We got London On Da Track This Gods doin man cant plan itnBut devils details Im Satanic Bout take city cant stand itnMy accountant say sinkin like TitanicnDavid Blaine last summer man vanish I get hits like somebody pitchin underhanded Got Spanish ting convinced I know SpanishnReally get talkin I understand it You aint right away wait niggasnMan Im twentynine patience usnPlus I never met nobody label nigganI pop music pay nigga yeah Shit aint like beforenI still love I used love more FaceTime shawty tournAnd textin purple hearts cause know war yuh Niggas keep reachin dissinnCant afford mistakes endnMake call bros assistancenYou gon make call bros assistancenNiggas keep reachin dissinnPut fuckedup position yahnYou gon make call bros assistance 21nMake call bro 21 uh Baby Im savage I aint romanticnWhen I come around rapper niggas start panicnAnd pockets goin like Titanic Got head last night outstandin They hatin hatin hatin now She playin waitin 21 21 Used sleep inside den I got acres mansionnI fightin niggas Im sprayin blastin I pay mind sneak diss nope They type stand line free shit broke bitch She gon make put bitch call block fuckin up We ones poppin ones shoppin 21 We one droppin niggas ones we ones They ones duckin heaters come 21 21 21 Savage aka The Reaper huh 21nPussy niggas gettin shot reachin huh ya dig Niggas keep reachin dissin shut fuck upnCant afford mistakes end count fuck upnMake call bros assistance 21nYou gon make call bros assistance brosnNiggas keep reachin dissin hol upnPut fuckedup position 21nMake call bros assistancenMake call bro dont I need love Im GOAT I hit beat float And Im sellin arenas puttin show I tryna change life around everyone I knownCause I share wealthnThen fuck supposed grow Moms stressed theres lot things neednChain smokin house hard breathenI used hit Ts FebrezenJordan pull TL Im cheese Ima turn TSX Benz soonnIma see lot blessins friends soonnHunnidfiftyinch screen bedroomn61 man nigga need leg room Shit aint like beforenThey aint even wanna look score FaceTime shawty tournAnd textin purple hearts cause know war yuh Niggas keep reachin dissinnCant afford mistakes endnMake call bros assistancenYou gon make call bros assistancenNiggas keep reachin dissinnPut fuckedup positionnMake call bros assistancenMake call bro dont,Sneakin',rap
73,J. Cole,IntronI guess neighbors think Im sellin dope sellin dopenOkay neighbors think Im sellin dope sellin dopenSellin dope sellin dope sellin dope Yeah I want picture presidentnI wanna talk mannSpeak boys bandonAnd nigga never walkin againnApologize Im harpin againnI know things happen oftennBut Im back scene I lost dream I write thisnThe team Austin I buildin housenBack home South manWont believe costinnAnd fit king rightnOr nigga could singnAnd explain pain cost him My sixteen came coffin Fuck fame fortunenWell maybe fortunenBut one thing sure thoughnThe fame exhaustin Thats I moved away I needed privacynSurrounded trees Ivy LeaguenStudents thats recruited highlynThinkin You I me Crib got big ol back ol yardnMy niggas stand outside pass cigarsnFilled marijuana laughin hardnThankful friends platinum star In driveway theres rapper carsnJust shit get back forthnJust shit get back forth Welcome Sheltuh purenWell help felt insecurenTo star always knew were Wait I think police door Okay neighbors think Im sellin dopenHm I guess neighbors think Im sellin dope sellin dopenThe neighbors think Imneighbors think Im Dont follow me follow me I think neighbors think Im sellin dope Dont follow me follow me I guess neighbors think Im sellin dope sellin dopenSellin dope sellin dope sellin dope Well motherfucker I am Some things cant escapenDeath taxes rancist society makenEvery nigga feel like candidatenFor Trayvon kinda fatenEven crib sit lakenEven plaques hang wallnEven president jam tape Took little break annotate How I feel damn latenI cant sleep cause Im paranoidnBlack white man territorynCops bust army gunsnNo evidence harm donenJust couple neighbors assume slangnOnly time see us news chains damn Dont follow menDont follow menDont follow menDont follow me Okay neighbors think Im sellin dopenHm I guess neighbors think Im sellin dope sellin dopenThe neighbors think Imneighbors think Im Dont follow me follow me I think neighbors think Im sellin dope Dont follow me follow me I guess neighbors think Im sellin dope sellin dopenSellin dope sellin dope sellin dope Well motherfucker I am I am I am I am I amnWell motherfucker I amnI think neighbors think Im sellin dopenI am I am I amnWell motherfucker I am So much integrationnDont know I thinkinnIm movin back south sidenSo much integrationnDont know I thinkinnIm movin back south side,Neighbors,rap
74,DJ Luke Nasty,Doing 80 60 fuck ticket I left club Im bout make play Im way waynShe told cooking I said gone make platenIm way aye ya ya ya 4x You know mind She looked like NylanSaid nigga lying That grown women shitnMight well add wine Lowkey like Bonnie Clyde baby Them feelings inside remember times babynRemember used vibe babynYou roll I used drive babynYou light I gripped thigh babynAye tell mine baby Park visitor get towed Doing 80 60 fuck ticketnCause I aint pussy minute in minute,OTW,rap
75,Post Malone Featuring 21 Savage,Hahahahaha Tank God Ive fuckin hoes poppin pilliesnMan I feel like rockstar star ayy ayy All brothers got gasnAnd always smokin like Rasta sta Fuckin me call UzinAnd show up man shottas tasnWhen homies pull blocknThey make thing go grrratatata ta pow pow pow ayy ayy Switch whip came back blacknIm startin sayin Rest peace Bon Scott Scott ayy Close door blowin smokenShe ask light fire like Im Morrison son ayynAct fool stagenProlly leave fuckin show cop car car ayy Shit legendarynThrew TV window Montage Cocaine table liquor pourin give damn Dude girlfriend groupie tryna get innSayin Im band ayy ayynNow actin outta pocket tryna grab pantsnHundred bitches trailer say aint got mannAnd brought friend yeah ayy ayy ayy Ive fuckin hoes poppin pilliesnMan I feel like rockstar star ayy ayy All brothers got gasnAnd always smokin like Rasta sta Fuckin me call UzinAnd show up man shottas tasnWhen homies pull blocknThey make thing go grrratatata ta pow pow pow Ive Hills fuckin superstarsnFeelin like popstar 21 21 21 Drankin Henny bad bitches jumpin poolnAnd aint got bra bra Hit back pullin tracksnAnd screamin out No más yeah yeah yeah They like Savage got twelve car garagenAnd got six cars 21 I aint cakin kiss that kiss that Your wifey say Im lookin like whole snack big snack Green hundreds safe I got old racks old racksnLA bitches always askin Where coke at 21 21 Livin like rockstar smash cop car Sweeter PopTart know hard I done made hot chart member I used trap hard Livin like rockstar Im livin like rockstar ayy Ive fuckin hoes poppin pilliesnMan I feel like rockstar star ayy ayy All brothers got gasnAnd always smokin like Rasta sta yeah yeah yeah yeah Fuckin me call UzinAnd show up man shottas tasnWhen homies pull blocknThey make thing go grrratatata ta grrratatatata Star star rockstar rockstar starnRockstarnRockstar feel like rocknRockstarnRockstarnRockstarnFeel like a,Rockstar,rap
76,G-Eazy Featuring A$AP Rocky & Cardi B,If I hit two times I like her It aint safe aint safe aint safe aint safe Ayy yeah fuck get moneynYeah ayy fuck get moneynAyy yeah fuck get moneynAyy yeah fuck G get money No limit Im fucking soldier ayy Always lit yeah Im never sober Its three days row bitch coming overnTold bitch kick rocks act like boulder ayy Rari shopping let me cop it Shes a bopper homie hoppin Aint no stopping album dropping Got city firenBitch lying like tired I might fuck around call Kamaiyah Hoe stirring pot jambalaya Young Gerald If I hit two times I like her It aint safe aint safe aint safe aint safe Fuck I get moneynFuck I get moneynFuck I get moneynFuck I get money I need tongue I need face give brain concentrate Fuck Moët buy Ace fuck Ghost drive Wraith My career takin off hoes jogging place Swear hoes run mouth hoes shape Can stop subs Bitch I aint Jared Grab hand full braids make nigga eat outnPut white boy Sazón I might turn GEazy out You know me Cardi B pussy poppin charts ah ah If I hit two times I like her It aint safe aint safe aint safe aint safe Ayy yeah fuck get moneynYeah ayy fuck get moneynAyy yeah fuck get moneynAyy yeah fuck G get money Yeah aint nice famnYou study Im VicelandnThis nothing new me life fam I pull million girls mic standnPull one show cause I like fansnLater on I got two night plans Man year I three hundred one night standsnKeep Costco pack rubbers night stand Damn Daniel back the hah SaintLaurentnAyy send product yeah retardednAyy free ayy bitch bought it If I hit two times I like I like her It aint safe aint safe aint safe aint safe Ayy yeah fuck get moneynYeah ayy fuck get moneynAyy yeah fuck get moneynAyy yeah fuck G get money,No Limit,rap
77,"Migos, Nicki Minaj & Cardi B",MMMMurda Motorsport yeah put thing sport skrrt skrrt Shawty bad bad pop like cork pop it Pull up woo woo jumpin court jump Cotton candy drink cup tastes like fair cotton Shiftin gears shift Nawf get serious serious Face fears get menHit many donuts backstreets Sit high nosebleeds yeahnFeel like I fly yeahnXans Perky check yeah Bill BelichicknTake air ball I flexnTake air mall walk sacksnTake air broad hey cant go backnXans Perky check yeah Bill BelichicknTake air ball yeah I flexnTake air mall hey walk sacksnTake air broad woo woo woo E This seasons OffWhite come snorted white Green Lamborghini tortoise Lambo No human being Im immortal no Patek AP full water Patek Hundred K I spend señora racks My pinky margarine butter margarine And ears got McDonalds nuggets ayy Soon I land Lear whew Piguets wet tears guets 488 hit gears 488 Suicide doors Britney Spears Im boujee so bitch get near boujee Criss Angel make dope disappear voilà Hit gas got flames rears skrrtnIts race bag get mills hey Ride dick like BMXnNo nigga wanna ex no I get set offnI turn Offset onnI told daynMan sell porn Same lips talkin bout menIs lips ass kissin These hoes aint say arenAnd pussy stank catfishin Why would I hop beef whynWhen I could hop PorschenYou heard gon whonThats reliable source no Im trap Selena Dame más gasolina Skrrt Motorsport yeah put thing sport skrrt skrrt Pull up woo woo jumpin court jump Bitches pressed administer mouth mouthnYou see stats know I about I champ Im Iron Mike bout Attention Ima need face frontnYou want smoke me laced blunt Raps Jackie Chan aint pullin fake stunts My crown fit bumass lace fronts uh You bitches catchin fade shout nigga Lil Boosie All friendsll dead get hit Uzi I call Ricky say love like Lucy This Givenchy custom made cant get Saks though I work office copyin thats facts though I aint tryna violent Nicki it slaps ho Get lined paper like loose leaf strap blow If Quavo QB Im Nick Lombardi Pull space coupe I done linked Marty I actually afford get pink Bugatti Ayo Nick didnt hit Gotti That too niggas send hits like Gotti Its wrap like things head Saudi Bitch son go sit potty Brand new Chanels ChanelsnI scuffed em runnin 12 12 If Nicki show tittynRight hand Bible I swear I tell swear If I get play kittynI wonder many platinums gon sell albums Pop Perc catch feel I pop onenNow I cannot feel wheel woah My chest bad give chills And left hand Richard Mille icenNot watch price icenIf know huh Motorsport yeah put thing sport skrrt skrrt Pull up woo woo jumpin court jump Cotton candy drink cup tastes like fair cotton Shiftin gears shift Nawf get serious serious Girl yeah yeah I wish grandma could see grandmanTake away pain aint easy painnThats I fire bleezy fire Niggas cappin season,MotorSport,rap
78,Lil Pump,Gucci gang ooh Gucci gang ooh Gucci gang Gucci gang Gucci gang Gucci gang Gucci gangnGucci gang Gucci gang Gucci gang Gucci gang Spend three racks new chain yuh I cant buy bitch wedding ring oohnRather go buy Balmains brr Gucci gang Gucci gang Gucci gang Gucci gangnGucci gang Gucci gang Gucci gang Gucci gang Gucci gangnGucci gang Gucci gang Gucci gang Gucci gang Spend three racks new chain huh I cant buy bitch wedding ring ooh nopenRather go buy Balmains ayy brr Gucci gang Gucci gang Gucci gang Gucci gang My lean cost rent ooh it do Me grandma take meds ooh huh Fuckin teacher call tutory yuh Bought red bottoms cost hella Gs huh Fuck airline fuck company fuck it They kicked plane percocet brrnNow Lil Pump flyin private jet yuhnEverybody scream Fuck WestJet fuck em Hunnid wrist sippin Tech brr Gucci gang Gucci gang Gucci gang Gucci gang Gucci gang Gucci gang Gucci gang Gucci gang Gucci gang Spend three racks new chain huh I cant buy bitch wedding ring huhnRather go buy Balmains yuh Gucci gang Gucci gang Gucci gang Gucci gangnGucci gang Gucci gang Gucci gang Gucci gangnGucci gang Gucci gang Gucci gang Gucci gang Spend three racks new chain huh I cant buy bitch wedding ring ooh nopenRather go buy Balmains ayy huh Gucci gang Gucci gang Gucci gang Gucci gang,Gucci Gang,rap
79,Kendrick Lamar Featuring Zacari,Damn love lustnDamn us We still lettin spin yallnHere go Zacari Kendrick Lamar Give run moneynThere nobody one outrun me Another world premiere So give run money Sippin bubbly feelin lovely livin lovelynJust love me I wanna you ayy I wanna withnJust love me love me lovenI wanna you ayy I wanna withnLove menI wanna younLove me love me If I ride blade curve would still love menIf I made mind work would still love me Keep whole one hund got you I got nothin Feelin like Tyson itnKnock twice Im itnOnly night Im killinnOnly life yeah life yeahnOnly life lets get it Hit shoulder leannI know whats comin me Backstroke overseanI know neednAlready ten money come innAll feeling go out feeling droughtnThis party end If I ride blade curve would still love menIf I made mind work would still love me Keep whole one hund got you I got nothin Zacari Kendrick Lamar Give run moneynThere nobody one outrun menSo give run money Sippin bubbly feelin lovely livin lovelynJust love me I wanna you ayy I wanna withnJust love me love me lovenI wanna you ayy I wanna withnLove menI wanna younLove me love me Pick phone me babe Bad attitude yo nannynCurves hips yo mammy Remember Gardena I took studio cameranI know Top mad menI it I want body music I bought big one prove it If I ride blade curve would still love menIf I made mind work would still love me Keep whole one hund got you I got nothin Zacari Kendrick Lamar Give run moneynThere nobody one outrun menSo give run money Sippin bubbly feelin lovely livin lovelynJust love me I wanna you ayy I wanna withnJust love me love me love menI wanna you ayy I wanna withnLove menI wanna younLove me love me,Love.,rap
80,6ix9ine,Niggas iffy uh Blicky got stiffy uhnGot blicky uh drum holds fifty uh Scum Gang Ill see yall later suuwoo Pop niggas like wheelie nigga silly nigga In hood billy niggas Hoover niggas You run shootin niggas aint hoopin nigga No KB loser nigga uzi nigga On stoop crills drawers girl phone She wanna fuck keep clothes on I want jawnMan thats really I use I kick door In New York niggas Milly Rock niggas money bop Blow case nigga throwin shots I run em block Quarter milli stash box I grinded spot I fuck old hoes new hoes Put dick backbone I pass bronI love her thats sad ho bad ho Ima fuck her I dash home cash ho Im rob nigga shit take nigga bitch Do dash whip count cash whip I pull stick I let shit hit Shout out I fucked nigga bitch Niggas iffy uh Blicky got stiffy uhnGot blicky uh drum holds fifty uh Move milli niggas fifty uh Hit stain fifty bands hunnids Spinnin ya block like pop shoveit Shoot Im shootin back Im gettin buckets I aint wanna take life nigga fuck it Im rob nigga shit take nigga bitch Do dash whip count cash whip I pull stick I let shit hit Shout out I fucked nigga bitch Im rob nigga shit take nigga bitch Do dash whip count cash whip I pull stick I let shit hit Shout out I fucked nigga bitch Scum Gang,Gummo,rap
81,NF,Feels like were edge right nownI wish I could say Im proudnIm sorry I let downnLet downnAll voices head get loudnI wish I could shut outnIm sorry I let downnLelelet down Very loyalnShoulda back put knife itmy hands full Feels like were edge right nownI wish I could say Im proudnIm sorry I let downnLelelet downnAll voices head get loudnI wish I could shut outnIm sorry I let downnLelelet down Yeah wanna make work wanna make worsenWant listen you ever hear words Feels like were edge right nownI wish I could say Im proudnIm sorry I let downnLelelet downnAll voices head get loudnI wish I could shut outnIm sorry I let downnLelelet down Feels like were edge right nownI wish I could say Im proudnIm sorry I let downnOh I let downnAll voices head get loudnAnd I wish I could shut outnIm sorry I let downnOh let down Im sorrynIm sorry nownIm sorry I let down,Let You Down,rap
82,G-Eazy & Halsey,Cross heart hope die My 65 speeding PCH hell ride They wanna see us make it wanna divide 2017 Bonnie Clyde Wouldnt see point living one us died yeahnGot kind style everybody try rip off YSL dress takes mink off Ever catch cheating would try cut hahaha Cross heart hope die Only one gets me Im crazy fuckin Gemini We drugs together together fuck clubs together together Cross heart hope die Cross heart hope die For you Id take life Cross heart hope die Cross heart hope die,Him & I,rap
83,Cardi B Featuring 21 Savage,Bardi Rari Bardi Cartier Bardi Rari 21 Cardi got bitch molly Bentley truck lane lane blow brain 21 Cardi took man upset uhnCardi got rich upset yeah from whatnCardi put pussy Offset say whatnCartier Cardi B brain Offset 21nCardi took man upset uhnCardi got rich upset yeah 21nCardi put pussy Offset CardinCartier Cardi B brain Offset whos Cardi Who fleek cut Cardi Who got bricks truck Cardi Red bottom MJnMoonwalk bitch moonwalkin cliquenIm moonwalkin 6 Sticky kick moonrocks bitch Cartier Bardi Rari 21 Cardi got bitch molly Bentley truck lane lane blow brain 21 Cardi took man upset uhnCardi got rich upset yeah from whatnCardi put pussy Offset say whatnCartier Cardi B brain Offset 21nCardi took man upset uhnCardi got rich upset yeah 21nCardi put pussy Offset CardinCartier Cardi B brain Offset Saint Laurent Savage Aston yeahnHigh end cars fashion 21 I eat pussy Im fastin on God Im Blood brother Crippin All VVSs nigga sperm worth millions on God The bitch bad I popped Molly fore I hit 21 21 Cartier Bardi Rari 21 Cardi got bitch molly Bentley truck lane lane blow brain 21 Cardi took man upset uhnCardi got rich upset yeah from whatnCardi put pussy Offset say whatnCartier Cardi B brain Offset 21nCardi took man upset uhnCardi got rich upset yeah 21nCardi put pussy Offset CardinCartier Cardi B brain Offset whos Cardi Step bitch Givenchy cashnFuck check Givenchy cash I fuck bag Fendi I fuck bag minute Who know drip like this They say basic I flooded Rollie diamonds I flooded Patek bracelet Ice cake I bake it Swap dick brain Cartier Bardi Rari 21 Cardi got bitch molly Bentley truck lane lane blow brain 21 Cardi took man upset uhnCardi got rich upset yeah from whatnCardi put pussy Offset say whatnCartier Cardi B brain Offset 21nCardi took man upset uhnCardi got rich upset yeah 21nCardi put pussy Offset CardinCartier Cardi B brain Offset whos Cardi,Bartier Cardi,rap
84,Post Malone,She fooled twice fault yeah And Im takin shots like Novocaine yeah Never caught feelin hardnHarder liquor I pour Feelin like I sold soulnDevil form whorenDevil form whore Ice keep pourin drink keep flowin Whippin foreign tears keep blowin Ice keep droppin drink keep flowin Whippin foreign tears keep blowin yeah,I Fall Apart,rap
85,Gucci Mane Featuring Migos,Southside Hah GuccinIts Drop Top Wizop ooh If Young Metro trust yeahnIm gon shoot ya ayy You get bag fumble itnI get bag flip tumble yeah Straight lot 300 cash cashnAnd car came blunt yeah In Italy got two foreign hoes DM ooh brr ayy Drop top cold drop topnBut feel heat skrrt yah ayy Be real menKeep 100 real ayy Percocet pill PercocetnIce neck baby chill ice Back ends I count sleep fleek 100k spent Patek Phillippe Phillippe Bitch Im dog eat treat hrr Hop frog leap leap I put bricks fender My bitch walk around like Kris Jenner Kris Jenner I used break enternThen Takeoff runnin like game temple whew Momma said saw Jimmy Kimmel mama Walkin racks Im lookin crippled money Fuck bitch I tip tip hernA nickel take pictures nickelnNot LA I clip brr Double cup pour triple Actavis Fox body Vivica fox my Look wrist critical look thenHold up droppin temperature droppin the Backin up baggin vegetables bagnBag cookies medical cookies I take off landin Nebula You get bag fumble itnI get bag flip tumble yeah In Italy got two foreign hoes DM ooh brr ayy Drop top cold drop topnBut feel heat skrrt yah ayy Be real menKeep 100 real its Gucci ayy I even like freestyle free I I want cause Im signed damn Came jail went straight top Take easy baby middle summer Im freezin baby burr Congratulations brain good I graduated wow A trapper baby I rap I masters baby You get bag fumble itnI get bag flip tumble yeah In Italy got two foreign hoes DM ooh brr ayy Drop top cold drop topnBut feel heat skrrt yah ayy Be real menKeep 100 real ayy,I Get The Bag,rap
86,A$AP Ferg Featuring Nicki Minaj,Ride mob Alhamdulillah Check job Ferg name Ben Baller chainnTourneau watch presi Plain Jane Yamborghini chain rest peace superior Hermès link could feed village LiberianTMZ taking pictures causin mad hysteria Momma see BET started tearin up I attended Harlem picnics risked life Uncle used skim work sellin nicks nightnI 8 years old watching Nick Nite Uncle Psycho bathroom bugginnKnife guts hope Daddy cut himnSuicidal thoughts brought advisory He pitchin dummy sellin fiends mad ivory Grandma arthritis hands badnShe poppin pills like rappers society Ill send Meechy yo hoe yo bitch keep eyein me Ride mob AlhamdulillahnCheck job Ferg name Ben Baller chainnTourneau watch presi Plain Jane Ride mob AlhamdulillahnCheck job Ferg name Ben Baller chainnTourneau watch presi Plain Jane Suck nigga dick somethinnSuck nigga dick somethinnSuck nigga dick somethinnSuck nigga dick somethin Ima explain probably never seen menIm sunken place Instagram Im watchin TV Please believe me I see RiRi Ima eat like panini Indian burns nigga weewee I think I need foursome Bella Kendall GiginItd easy Reneezy hook leezy Kirk Kneezy beat Rappers talk subliminal talk menPut em Jersey shore like Pauly D Ride mob AlhamdulillahnCheck job Ferg name Ben Baller chainnTourneau watch presi Plain Jane Ride mob AlhamdulillahnCheck job Ferg name Ben Baller chainnTourneau watch presi Plain Jane Suck nigga dick somethinnSuck nigga dick somethinnSuck nigga dick somethinnSuck nigga dick somethin,Plain Jane,rap
87,Eminem Featuring Ed Sheeran,Ive liar thiefnBeen lover cheatnAll sins need holy water feel washing menWell little one I want admit somethingnIf gonna cause painnTruth lies right falling like rainnSo let river run Hes comin home neck scratched catch flacknSweat jackets dress slacks mismatchednOn breaths Jack hes sex addictnAnd wants exact revenge get back Its chess match back like jetpack Shes kept track Internet chatsnAnd guess happens movin nextnActually shit last chick ex lacks Knife hand says relationships hangin strandnSo web latelynSays maybe shell Gwen Stacy spite man Ive liar thiefnBeen lover cheatnAll sins need holy water feel washing menWell little one I want admit somethingnIf gonna cause painnThe truth lies falling like rainnSo let river run So I revert studio like holeinthewall dinersnDont reserved booth I feel like person Im turning intosnIrreversible I preyed like church pewnAnd I got I want younTook advantage thirst pursue Why I dirt I donGet soapbox preach sermon speechnDetergent bleach burnin wound Cause wombnWe cant bring world shoulda knewnTo use protection fore I bit forbidden fruitnFuck Ive liar thiefnBeen lover cheatnAll sins need holy water feel washing menWell little one I want admit somethingnIf gonna cause painnThe truth lies falling like rainnSo let river run Fuck I say If life highwaynAnd deceit enclave Id swerving five lanesnSpeeds high rate like Im slidin ice maybe This love triangle left us wreck tangled What else I say It fun whilenBet I really woulda loved smilenDidnt really wanna abort fuck itnWhats one lie tell unborn child Ive liar thiefnBeen lover cheatnAll sins need holy water feel washing menWell little one Im sorrynI want admit something I fucked upnIf gonna cause painnThe truth lies falling like rainnSo let river run,River,rap
88,Kodak Black Featuring XXXTENTACION,Aye everything like top days like We got London track These days I even know pad days ya know I cant even roll peace whynEverybody notice yeah I cant even go sleep whynIm rolling bean yeah They tried give eightnGot knees like Jesus pleasenHe dont even believe JesusnWhy got Jesus piece Baby thats blasphemy yeah I goin tragedynBitch I needed drastically yeah Ima switch flow up yeah Maybe Im sick throw up yeah Even Im fucking Im masked up ayy I cant even roll peace whynEverybody notice yeah I cant even go sleep whynIm rolling bean yeah They tried give eightnGot knees like Jesus please He even believe JesusnWhy got Jesus piece Even blind see what Last time I wifed bitch told world I beat her huh And locked Lil Kodak up nigga I couldnt believe it huh Pockets Pinocchio poking yuh Forcing nigga Yoda huhnThat mean young nigga got me ayy I cant even roll peace whynEverybody notice yeah I cant even go sleep whynIm rolling bean yeah They tried give eightnGot knees like Jesus please He even believe JesusnWhy got Jesus piece,Roll In Peace,rap
89,Lil Uzi Vert Featuring Nicki Minaj,Thats true thats rightnShes sipping Moet yeah I swear gets wetter My Louboutins new bottoms redder No Im rat Im cheddar Just talked homie said togethernGave brain insane I made header If ever call phone know I gotta dead hernBut I like girl much I wish I never met her Hello I listening songnIt goes like I know hurts sometimes get itnYoull find another life livenI swear get itnI know sad tirednYouve got nothing left givenYoull find another life livenI know get it Iced heart neck trying froze ring I get new bitch hold painnWe Hawaii looking rainnShe smiling happy Im laughing cause new man lame broke boi broke boi broke boi broke boi That goes show money attract thing real shit Stuck plan even though used go mansnOh get it I know hurts sometimes get itnYoull find another life livenI swear get itnI know sad tirednYouve got nothing left givenYoull find another life livenI know get it I tied RAF strapped Rick Diamonds neck ice wristnComplement style She want Im running wildnYou know I respect level Walk Saint Laurent leather My new chick I swear betternWant back never ooh Shes sipping Moet yeah I swear gets wetter My Louboutins new bottoms redder No Im rat Im cheddar Gave brain insane I made header If ever call phone know I gotta dead her I know hurts sometimes get woahnYoull find another life livenI swear get youll get itnI know hurts sometimes get nononYoull find another life live you willnI know get oh Youll get itnYoull get itnYoull get itnYoull get it Shes sipping Moet yeah I swear gets wetter My Louboutins new bottoms redder No Im rat Im cheddar Just talked homie said togethernGave brain insane I made header If ever call phone know I gotta dead her,The Way Life Goes,rap
90,N*E*R*D & Rihanna,The truth set freenBut first itll piss off Hate Bad bitches wanna baenHate Hunt like CIA Hate Want beat like TI case Hate Niggas hit Eli face oh Hate You keep askin Im fromnHate About borders and Did I runnHate Keep askin I feel bout gunsnHate Theres light dark army side choose OhnHate If whennHate And whonHate Dont drink KoolAid friendsnHate I tried tell yall dude InterludenWait wait minutenShout people peoplenWait wait minutenPpppeople peoplenWait wait minutenMad ethnic right now I get I live itnI live I get itnCount mothafuckin digits I pull lemonnNot cause aint livinnIts eyes get acidic And aint scrimmagenMothafucka aint finishednI told stop Nigga Veyron glide Tell paparazzi get lens right You catch me Rih new La Ferrar And truck behind got armsnYeah longer LeBron Just waitin thumb like The Fonz Woo This beat tastes like lunch But runnin veneers runnin fronts But everyday hey lemonade I afraid nigga graduatenWould I okaynSo I prayed I played Its Rihanna nigganMy constellation spacenWarp speed Doctor Spock chase nigga Nigga bath salt bitin speakers facenBath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers facenBath bath salt bitin speakers face I get I live itnI live I get itnCount mothafuckin digits I pull lemonnNot cause aint livinnIts eyes get acidic Nigga Veyron glide Tell paparazzi get lens right,Lemon,rap
91,Offset & Metro Boomin,Bijan 4 The 1 Time Metro Boomin want more nigga hey Going jeweler bust AP yeah bust itnSlide water like jetski yeah woo slide Ric Flair drip go woo bitch woo Fiftyseven ninety split coupe wrist ice Multimillion dollar Im fool hits ayy Hop Lamb drop roof show tits skrt Hopping Bentayga seat masseuse hey Balenciaga check posture Valentino boots oooo Its Boominati way lotta Lambs lotta Wraiths Boominati Never hesitate give nigga yellow tape grrt Soon came game niggas imitate hey Put iron nigga opponent iron My car fivehundred I put miles ho Going jeweler bust AP yeah bust itnSlide water like jetski yeah woo slide Ric Flair drip go woo bitch woo Hop Lamb drop roof show tits Offset Bought first Patek got rain Patek Hop Bentley coupe blow brains skrrt We same nigganMy nigga north division north nawf Amateur Beat chopper hundred round total like car collision brrtbrrt I gave nigga diamond I cap nigga woo Im giving ho away like raffle nigga here here We get it gone pray pastors scriptures hey Going jeweler bust AP yeah bust itnSlide water like jetski yeah woo slide Ric Flair drip go woo bitch woo Hop Lamb drop roof show tits skrt Going jeweler bust AP yeah bust itnSlide water like jetski yeah woo slide Ric Flair drip go woo bitch woo Hop Lamb drop roof show tits skrt,Ric Flair Drip,rap
