,"10,000 Emerald Pools",7,Adventure Of A Lifetime,Alaska,All The Pretty Girls,America's Sweetheart,Angela,Arsonist's Lullabye,"Atlas, Rise!",Believer,Blame,Brace For Impact (Live A Little),Brand New,Chain Breaker,Cocoon,Cold Cold Cold,Dancing On Glass,Death Of A Bachelor,Die Young,Ditmas,"Do It, Try It",Don't Threaten Me With A Good Time,Emperor's New Clothes,Ex's & Oh's,Feed The Machine,Feel It Still,Fire Escape,Genghis Khan,Gone,Good Girls,HandClap,Happy Song,Hard Love,Hated,Heathens,Heavy,Heavydirtysoul,Help,Here's To The Heartache,Hot Thoughts,How Did You Love,Human,Hymn For The Weekend,Hypnotised,In The Dark,Keeping Your Head Up,Kiss This,LA Devotee,Let It Go,Let You Down,Lost On You,Love,Love Is Mystical,Love On The Weekend,Mess Around,Message Man,Middle Fingers,Monster,Mountain At My Gates,My Name Is Human,Never Again,Nimble Bastard,On Hold,Ophelia,Past Lives,Renegades,Ride,Rise,Saint Cecilia,Shine,Somebody Else,Spirits,Stars,Start A Riot,State Of My Head,Still Breathing,Still Feel Like Your Man,Stressed Out,Sucker For Pain,Sweet Disaster,Tearing Me Up,Testify,The Less I Know The Better,The Light,The Sound,The Sound Of Silence,Trip Switch,UGH!,Unsteady,Victorious,Walking On A Dream,Wash It All Away,Waste A Moment,Way Down We Go,Wild Horses,Wish I Knew You,Woman Woman,You And I
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I know it’s warmer where you are\nAnd it’s safer by your side\nBut right now, I can't be what you want\nJust give it time"", 'And if you and I can make it through the night\nAnd if you and I can keep our love alive', ""We'll find we can meet in the middle\nBodies and souls collide\nDance in the moonlight\nWhen all the stars align\nFor you and I, for you and I, oh"", ""I know it’s cold when we’re apart\nAnd I hate to feel this die\nBut you can't give me what I want\nJust give it time"", 'And if you and I can make it through the night\nAnd if you and I can keep our love alive', ""We'll find we can meet in the middle\nBodies and souls collide\nDance in the moonlight\nWhen all the stars align\nFor you and I, for you and I, oh"", ""But for now, we stay so far\n'Til our lonely limbs collide\nI can’t keep you in these arms\nSo I'll keep you in my mind\nBut for now, we stay so far\n'Til our lonely limbs collide\nI can’t keep you in these arms\nSo I'll keep you in my mind"", ""(Reaching out, I can't feel you now)"", 'Can we meet in the middle?\nBodies and souls collide\nDance in the moonlight\nWhen all the stars align\nFor you and I, for you and I, oh']"
102,,,,,,,,,,"[""First things first\nI'ma say all the words inside my head\nI'm fired up and tired of the way that things have been, oh-ooh\nThe way that things have been, oh-ooh"", ""Second things second\nDon't you tell me what you think that I could be\nI'm the one at the sail, I'm the master of my sea, oh-ooh\nThe master of my sea, oh-ooh"", 'I was broken from a young age\nTaking my sulking to the masses\nWriting my poems for the few\nThat look to me, took to me, shook to me, feeling me', 'Singing from heartache from the pain\nTaking my message from the veins\nSpeaking my lesson from the brain\nSeeing the beauty through the...', 'Pain!\nYou made me a, you made me a believer, believer\nPain!\nYou break me down and build me up, believer, believer\nPain!\nOh let the bullets fly, oh let them rain\nMy life, my love, my drive, it came from...\nPain!\nYou made me a, you made me a believer, believer', ""Third things third\nSend a prayer to the ones up above\nAll the hate that you've heard has turned your spirit to a dove, oh-ooh\nYour spirit up above, oh-ooh"", 'I was choking in the crowd\nBuilding my rain up in the cloud\nFalling like ashes to the ground', 'Hoping my feelings, they would drown\nBut they never did, ever lived, ebbing and flowing\nInhibited, limited\nTill it broke open and rained down\nAnd rained down, like...', 'Pain!\nYou made me a, you made me a believer, believer\nPain!\nYou break me down and build me up, believer, believer\nPain!\nOh let the bullets fly, oh let them rain\nMy life, my love, my drive, it came from...\nPain!\nYou made me a, you made me a believer, believer', 'But they never did, ever lived, ebbing and flowing\nInhibited, limited\nTill it broke open and rained down\nAnd rained down, like...', 'Pain!\nYou made me a, you made me a believer, believer\nPain!\nYou break me down and build me up, believer, believer\nPain!\nOh let the bullets fly, oh let them rain\nMy life, my love, my drive, it came from...\nPain!\nYou made me a, you made me a believer, believer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['[Chorus]', ""All my friends are heathens, take it slow\nWait for them to ask you who you know\nPlease don't make any sudden moves\nYou don't know the half of the abuse\nAll my friends are heathens, take it slow\nWait for them to ask you who you know\nPlease don't make any sudden moves\nYou don't know the half of the abuse"", 'Welcome to the room of people\nWho have rooms of people that they loved one day', ""Locked away\nJust because we check the guns at the door\nDoesn't mean our brains will change from hand grenades"", ""You're loving on the psychopath sitting next to you\nYou're loving on the murderer sitting next to you"", 'You\'ll think, “How\'d I get here, sitting next to you?""', ""But after all I've said, please don't forget"", '[Chorus]', ""All my friends are heathens, take it slow\nWait for them to ask you who you know\nPlease don't make any sudden moves\nYou don't know the half of the abuse"", ""We don't deal with outsiders very well\nThey say newcomers have a certain smell\nYou have trust issues, not to mention\nThey say they can smell your intentions"", 'You\'re loving on the freakshow sitting next to you\nYou\'ll have some weird people sitting next to you\nYou\'ll think “How did I get here, sitting next to you?""', ""But after all I've said, please don't forget"", '(Watch it, watch it)', '[Chorus]', ""All my friends are heathens, take it slow\nWait for them to ask you who you know\nPlease don't make any sudden moves\nYou don't know the half of the abuse"", 'All my friends are heathens, take it slow', '(Watch it)', 'Wait for them to ask you who you know', '(Watch it)', 'Please all my friends are heathens, take it slow', '(Watch it)', 'Wait for them to ask you who you know', ""Why'd you come? You knew you should have stayed\n(It's blasphemy)"", ""I tried to warn you just to stay away\n(Away)\nAnd now they're outside ready to bust\n(To bust)\nIt looks like you might be one of us""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I don’t like my mind right now\nStacking up problems that are so unnecessary', 'Wish that I could slow things down\nI wanna let go but there’s comfort in the panic', ""And I drive myself crazy\nThinking everything's about me\nYeah, I drive myself crazy\n'Cause I can’t escape the gravity"", ""I'm holding on\nWhy is everything so heavy?\nHolding on\nSo much more than I can carry\nI keep dragging around what's bringing me down\nIf I just let go, I'd be set free\nHolding on\nWhy is everything so heavy?"", '[Verse 2: Kiiara]', ""You say that I'm paranoid\nBut I’m pretty sure the world is out to get me\nIt’s not like I make the choice\nTo let my mind stay so fucking messy"", ""I know I'm not the center of the universe\nBut you keep spinning 'round me just the same\nI know I'm not the center of the universe\nBut you keep spinning 'round me just the same"", ""I'm holding on\nWhy is everything so heavy?\nHolding on\nSo much more than I can carry\nI keep dragging around what's bringing me down\nIf I just let go, I'd be set free\nHolding on\nWhy is everything so heavy?"", ""I know I'm not the center of the universe\nBut you keep spinning 'round me just the same\nI know I'm not the center of the universe\nBut you keep spinning 'round me just the same"", 'And I drive myself crazy\nThinking everything’s about me', ""Holding on\nWhy is everything so heavy?\nHolding on\nSo much more than I can carry\nI keep dragging around what's bringing me down\nIf I just let go, I'd be set free\nHolding on\nWhy is everything so heavy?\nWhy is everything so heavy?\nWhy is everything so heavy?""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I just wanna stay in the sun where I find\nI know it's hard sometimes\nPieces of peace in the sun's peace of mind\nI know it's hard sometimes"", ""Yeah I think about the end just way too much\nBut it's fun to fantasize"", ""On my enemies I wouldn't wish who I was\nBut it's fun to fantasize"", ""Oh Oh Ohhh Oh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nOh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nTaking my time on my ride"", '""I\'d die for you,"" that\'s easy to say', 'We have a list of people that we would take\nA bullet for them, a bullet for you\nA bullet for everybody in this room', ""But I don't seem to see many bullets coming through\nSee many bullets coming through\nMetaphorically I'm the man\nBut literally I don't know what I'd do"", '""I\'d live for you,"" and that\'s hard to do\nEven harder to say when you know it\'s not true\nEven harder to write when you know that tonight', 'There were people back home who tried talking to you\nBut then you ignore them still', 'All these questions they’re for real\nLike who would you live for? Who would you die for?', 'And would you ever kill?', ""Oh Oh Ohhh Oh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nOh Oh Ohhh I'm falling\nSo I'm taking my time on my ride\nTaking my time on my ride"", ""I've been thinking too much\nI've been thinking too much\nI've been thinking too much\nI've been thinking too much\nHelp me\nI've been thinking too much\n(I've been thinking too much)\nI've been thinking too much\nHelp me\nI've been thinking too much\n(I've been thinking too much)\nI've been thinking too much"", ""Oh Oh Ohh Oh Oh Ohh I'm falling\nSo I'm taking my time on my ride Oh Oh Ohh\nI'm falling so I'm taking my time\nTaking my time on my ride woah oh oh"", ""Oh Oh Ohh Oh Oh Ohh I'm falling\nSo I'm taking my time on my ride Oh Oh Ohh\nI'm falling so I'm taking my time on my"", 'I’ve been thinking too much\nHelp me\nI’ve been thinking too much\nHelp me\nI’ve been thinking too much\nI’ve been thinking too much\nI’ve been thinking too much\nHelp me\nI’ve been thinking too much\nI’ve been thinking too much\nI’ve been thinking too much\nHelp me']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""You're like a drug to me, a luxury, my sugar and gold"", 'I get on my knees and say a prayer: James Brown', 'Fear no conviction, grapes of wrath can only sweeten your wine', 'I get on my knees and say a prayer: James Brown']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Oh father, tell me, do we get what we deserve?\nOh we get what we deserve', 'And way down we go-o-o-o-o\nWay down we go-o-o-o-o\nSay way down we go\nWay down we go', 'Oh you let your feet run wild\nTime has come as we all oh, go down', 'Yeah but for the fall oh, my\nDo you dare to look him right in the eyes?', ""'Cause they will run you down, down til the dark\nYes and they will run you down, down til you fall\nAnd they will run you down, down til you go\nYeah so you can't crawl no more"", 'And way down we go-o-o-o-o\nOh way down we go\nSay way down we go', ""'Cause they will run you down, down 'til you fall\nWay down we go"", 'Uhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUh uhhhh uh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUhh uhh uhh uhh uhh uhh uhh\nUh uhhhh\n\nOh bab-bab-yeah\nWow baby-a-aha\nBaby ooo\nBab, down we go\nYeah']",,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I‘m just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", '[Verse 1: Ty Dolla $ign]', ""I'm a sucker for pain"", 'I got the squad tatted on me from my neck to my ankles', ""Pressure from the man got us all in rebellion\nWe gon' go to war, yeah, without failure"", ""Do it for the fam dog, ten toes down dog\nLove and the loyalty that's what we stand for"", ""Alienated by society\nAll this pressure give me anxiety\nWalk slow through the fire\nLike, who gon' try us?\nFeeling the world go against us\nSo we put the world on our shoulders"", ""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I'm just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", ""I been at it with my homies\nIt don't matter, you don't know me\nI been rollin' with my team, we the illest on the scene\nI been riding 'round the city with my squad\nI been riding 'round the city with my squad\nWe just posted, getting crazy, living like this is so amazing"", 'Hold up take a step back, when we roll up, cause I know what\nWe been loyal, we been fam, we the ones you trust in', ""Won't hesitate to go straight to your head like a concussion"", ""I know I been bussin', no discussion for my family"", ""No hesitation, through my scope I see my enemy\nLike what's up? Hold up, we finna re-load up\nYes I re-load up, I know what up, I know what up"", ""I torture you, take my hand through the flames\nI torture you, I'm a slave to your games\n(I'm just a sucker for pain)\nI wanna chain you up, I wanna tie you down\nOooohh, I'm just a sucker for pain"", '[Verse 3: Lil Wayne]', 'Uh, devoted to destruction\nA full dosage of detrimental dysfunction', ""I'm dying slow but the devil tryna rush me"", ""See I'm a fool for pain, I'm a dummy\nMight cut my head off right after I slit my throat"", 'Tongue kiss a shark, got jealous bitches up in the boat\nEating peanut butter and jelly fishes on toast\nAnd if I get stung', 'I get stoked, might choke\nLike I chewed a chunk of charcoal,', ""naked in the North Pole\nThat's why my heart cold, full of sorrow, the lost soul"", ""And only Lord knows when I'm coming to the crossroads\nSo I don't fear shit but tomorrow"", ""And I'm a sucker for pain, it ain't nuttin' but pain\nYou just fuckin' complain, you ain't tough as you claim"", ""Just stay up in your lane, just don't fuck with Lil Wayne"", ""I'ma jump from my plane or stand in front of a train\n'Cause I'm a sucker for pain"", '[Verse 4: Wiz Khalifa]', ""Used to doing bad, now we feel like we just now getting it\nAin't got no other way so we start it and finish it"", 'No pain, no gain\nNever stand down, made our own way\nNever going slow, we pick up the pace', 'This is what we wanted from a young age', ""No emotion, that's what business is\nLord have mercy on the witnesses"", ""I torture you, take my hand through the flames\nI torture you, I'm just a sucker for pain"", ""More pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me beggin', beggin', beggin', beggin', beggin', beggin'\nFor more pain\nGot me begging...""]",,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""And threading the needle\nFixing my flame\nOh now I'm moved to exclaim\nOh again, and again""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Look at you kids with your vintage music\nComin' through satellites while cruisin'\nYou're part of the past, but now you're the future\nSignals crossing can get confusin'"", ""It's enough just to make you feel crazy, crazy, crazy\nSometimes, it's enough just to make you feel crazy"", ""You get ready, you get all dressed up\nTo go nowhere in particular\nBack to work or the coffee shop\nDoesn't matter 'cause it's enough\nTo be young and in love (ah, ah)\nTo be young and in love (ah, ah)"", ""Look at you kids, you know you're the coolest"", ""The world is yours and you can't refuse it"", 'Seen so much, you could get the blues, but', ""That don't mean that you should abuse it"", ""Though it's enough just to make you go crazy, crazy, crazy\nI know, it's enough just to make you go crazy, crazy, crazy"", ""But you get ready, you get all dressed up\nTo go nowhere in particular\nBack to work or go the coffee shop\nIt don't matter because it's enough\nTo be young and in love (ah, ah)\nTo be young and in love (ah, ah)"", ""Hmm (ah, ah)\nHmm (ah, ah, ah, ah)\nHmm\nDon't worry, baby\nHmm (ah, ah)\nHmm (ah, ah, ah, ah)\nHmm\nDon't worry, baby"", ""It's enough just to make me go crazy, crazy, crazy\nIt's enough just to make me go crazy"", ""I get ready, I get all dressed up\nTo go nowhere in particular\nIt doesn't matter if I'm not enough\nFor the future or the things to come\n'Cause I'm young and in love (ah, ah)\nI'm young and in love (ah, ah, ah, ah)"", ""Hmm (ah, ah)\nHmm (ah, ah, ah, ah)\nHmm\nDon't worry, baby\nHmm (ah, ah)\nHmm (ah, ah, ah, ah)\nHmm\nDon't worry, baby""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['[Verse 1]', 'There’s an infestation in my mind’s imagination\nI hope that they choke on smoke cause I’m smoking them out the basement', 'This is not rap, this is not hip-hop\nJust another attempt to make the voices stop', 'Rapping to prove nothing, just writing to say something', 'Cause I wasn’t the only one who wasn’t rushing to saying nothing', 'This doesn’t mean I lost my dream\nIt’s just right now I got a really crazy mind to clean', 'Gangsters don’t cry\nTherefore, therefore I’m Mr. Misty-eyed, therefore I’m', '[Chorus]', 'Can you save\nCan you save my\nCan you save my heavydirtysoul?\nCan you save\nCan you save my\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?', 'Nah, I didn’t understand a thing you said\nIf I didn’t know better, I\'d guess you’re all already dead\nMindless zombies walking around with a limp and a hunch\nSaying stuff like, “you only live once""', ""You've got one time to figure it out\nOne time to twist and one time to shout\nOne time to think and I say we start now\nSing it with me if you know what I’m talking about"", 'Gangsters don’t cry\nTherefore, therefore I’m Mr. Misty-eyed, therefore I’m', '[Chorus]', 'Can you save\nCan you save my\nCan you save my heavydirtysoul?\nCan you save\nCan you save my\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?', 'Death inspires me like a dog inspires a rabbit\nDeath inspires me like a dog inspires a rabbit', '[Chorus]', 'Can you save\nCan you save my\nCan you save my heavydirtysoul?\nCan you save\nCan you save my\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?\nFor me, for me, oh\nCan you save my heavydirtysoul?', '[Outro]', 'Can you save\nCan you save my, save my\nCan you save my heavydirtysoul?\nCan you save\nCan you save save my, save my\nCan you save my heavydirtysoul?']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""But I'm only human after all\nI'm only human after all\nDon't put your blame on me\nDon't put your blame on me"", 'Take a look in the mirror and what do you see?\nDo you see it clearer, or are you deceived\nIn what you believe?', ""'Cause I'm only human after all\nYou're only human after all\nDon't put the blame on me\nDon't put your blame on me"", 'Some people got the real problems\nSome people out of luck\nSome people think I can solve them', 'Lord heavens above', ""I'm only human after all\nI'm only human after all"", ""Don't ask my opinion, don't ask me to lie\nThen beg for forgiveness for making you cry\nMaking you cry"", ""'Cause I'm only human after all\nI'm only human after all\nDon't put your blame on me\nDon't put the blame on me"", 'Some people got the real problems\nSome people out of luck\nSome people think I can solve them', 'Lord heavens above', ""'Cause I'm no prophet"", 'Messiah', 'You should go looking somewhere higher', ""I'm only human after all\nI'm only human after all\nDon't put the blame on me\nDon't put the blame on me"", ""I'm only human, I do what I can\nI'm just a man, I do what I can""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I'm like a child looking off in the horizon\nI'm like an ambulance that's turning on the sirens\nOh I'm still alive"", ""I'm like a soldier coming home for the first time\nI dodged a bullet and I walked across a landmine\nOh I'm still alive"", 'Just shine a light into the wreckage\nSo far away, away', ""My head's above the rain and roses\nMaking my way away"", ""'Cause I'm still breathing on my own"", ""My head's above the rain and roses\nMaking my way away"", ""I'm like a son that was raised without a father"", ""I'm like a mother barely keeping it together"", 'Just shine a line into the wreckage\nSo far away, away', ""My head's above the rain and roses\nMaking my way away"", ""My head's above the rain and roses\nMaking my way away, away..."", ""My head's above the rain and roses\nMaking my way away"", ""My head's above the rain and roses\nMaking my way away, away..."", ""My head's above the rain and roses\nMaking my way away""]",,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I'm feeling the way that I'm feeling myself\nFuck everyone else"", 'Gotta remember that nobody is better than anyone else, here', 'Get up off your knees, girl\nStand face to face with your God', 'And I came down from the stars', ""I'm ready for love, and I'm ready for war"", ""So figure it out, or don't figure it out\nI figured it out"", 'The bigger the river (the bigger the river)\nThe bigger the drought (the bigger the drought)', 'Get up off your knees, boy\nStand face to face with your God', 'And find out what you are', 'Fire world, I love you', ""I'm up off my knees, girl\nI'm face to face with myself\nAnd I know who I am\n(Hello, my name is human)\nI stole my power from the sun\nI'm more than just a man\n(No longer disillusioned)"", '(And what are the chances)\n(That I could advance)\n(On my own circumstances)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Come to the fountain and you can be satisfied', 'There is a peace, there is a love\nYou can get lost inside\nCome to the fountain and let me hear you testify']",,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['All the way from Waco to WeHo\nWith a rabbit on her chain', 'Drove a little slick car to tend bar\nWith the static on her brain', 'Little ticking time bomb, time bomb, gonna blow us all away', 'Oh, take the time to waste a moment\nOh, never ask to be forgiven', ""He's a livewire, wired, shooting sparks in the night"", 'He’s a gun for a hire, hired with a bead in his sights', 'Oh, take the time to waste a moment']",,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""You can have the sound of a thousand voices calling your name\nYou can have the light of the world blind you, bathe you in grace\nBut I don't see so easily what you hold in your hands\n'Cause castles crumble, kingdoms fall and turn into sand"", 'No one gets out alive\nEvery day is do or die\nThe one thing you leave behind\nIs how did you love? How did you love?', ""It's not what you believe\nThose prayers will make you bleed\nBut while you're on your knees\nHow did you love? How did you love?\nHow did you love?"", 'Nothing ever feels quite the same when you are what you dreamed', 'And you will never look at anything the same when you see what I see', 'No one gets out alive', ""This ain't no cross to bury"", 'We are the judge and jury']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,"[""When you left this town, with your windows down\nAnd the wilderness inside\nLet the exits pass, all the tar and glass\n'Til the road and sky align"", 'The strangers in this town\nThey raise you up just to cut you down', ""Oh, Angela, it's a long time coming"", 'And your Volvo lights lit up green and white\nWith the cities on the signs', 'But you held your course to some distant war\nIn the corners of your mind', 'From the second time around\nThe only love I ever found', 'Home at last', 'Were you safe and warm in your coat of arms\nWith your fingers in a fist', 'Did you hear the notes, all those static codes\nIn the radio abyss?', ""Oh Angela it's a long time coming\nOh Angela spent your whole life running away"", 'Home at last\nHome at last\nVacancy, hotel room, lost in me, lost in you', 'Angela, on my knee, I belong, I believe']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['You spoke a word and life began', 'But still You come and You call to me by name\nBut still You come and You call to me by name', 'If you can hold the stars in place\nYou can hold my heart the same', ""The deepest depths, the darkest nights\nCan't separate, can't keep me from your sight"", 'If you can hold the stars in place\nYou can hold my heart the same', 'If you can hold the stars in place\nYou can hold my heart the same']",,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I am tired of seeing pretty people everywhere\nI am not a model, middle fingers in the air', ""I used to drink whiskey, now I'm stuck with Perrier"", ""I'm an alcoholic, middle fingers in the air"", ""I'll just keep on throwing middle fingers in the air\nI'll just keep on throwing middle fingers in the air"", ""I'm a starving artist nowhere close to millionaire"", 'I prefer my Kia, middle fingers in the air', ""I'll just keep on throwing middle fingers in the air\nI'll just keep on throwing middle fingers in the air"", ""I'm a simple loner who the hell thinks that I care\nI am not the party, middle fingers in the air"", ""I'll just keep on throwing middle fingers in the air\nI'll just keep on throwing middle fingers in the air"", ""I'll just keep on throwing middle fingers in the air""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I met up with an acrobat\nIn Brooklyn or some place like that\nWith life and taxis flying past\nWe tore that dance hall down', 'Pocket change and subway cars\nOur big ideas filled empty bars', ""You might be from the moon or Mars\nEither way, I'm never going home"", ""So, let's hang an anchor from the sun"", ""There’s a million city lights but\n\n[Chorus]\nYou're number one\nYou're the reason I’m still\nUp at dawn\nJust to see your face\nWe'll be going strong\nWith the vampires, baby\nWe belong, we belong awake"", 'Swinging from the fire escape', 'When we boarded the carousel', 'On the stage, my Oxblood friend\nWas singing songs about the end', ""The bankers in the lion's den\nWere dropping lines like beggars in the snow"", ""So, let's hang an anchor from the sun"", ""There’s a million city lights but\n\n[Chorus]\nYou're number one\nYou're the reason I’m still\nUp at dawn\nJust to see your face\nWe'll be going strong\nWith the vampires, baby\nWe belong, we belong awake"", 'Swinging from the fire escape\nSwinging from the fire escape\nSwinging from the fire escape', ""You're my number one\nYou're the reason I’m still\nUp at dawn\nJust to see your face\nWe'll be going strong\nWith the vampires, baby\nWe belong, we belong awake"", 'Swinging from the fire escape\nSwinging from the fire escape\nSwinging from the fire escape\nSwinging from the fire escape']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I think I need help\nI'm drowning in myself"", ""I think I need help\n'Cause I'm drowning in myself\nIt's sinking in\nI can't pretend that I ain't been through hell\nI think I need help\nI'm drowning in myself"", ""They're preying on my weakness"", 'Believe it', ""I'm thinking to myself, no, not again"", ""And I won't keep listening when temptation's creeping in"", 'If I wanna make it another day', ""I think I need help\n'Cause I'm drowning in myself\nIt's sinking in\nI can't pretend that I ain't been through hell\nI think I need help\nI'm drowning in myself"", ""I think I need help\n'Cause I'm drowning in myself\nIt's sinking in\nI can't pretend that I ain't been through hell\nI think I need help"", 'I think I need help\nI think I need help']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
